index,content_type,best_model,golden_avg_score,finetuned_avg_score,base_avg_score,golden_critique,finetuned_critique,base_critique,golden_scores,finetuned_scores,base_scores
79,paid_ad_fab,A,4.8,3.6,2.8,文案简洁有力，数据支持增强可信度，CTA明确。,文案稍显冗长，缺乏强有力的CTA，吸引力一般。,文案过于冗长，结构复杂，不适合快速阅读的信息流广告。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，数据支持增强可信度，CTA明确。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案稍显冗长，缺乏强有力的CTA，吸引力一般。'}","{'score_suitability_brevity': 1, 'score_click_appeal': 2, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '文案过于冗长，结构复杂，不适合快速阅读的信息流广告。'}"
80,social_media_review,A,5.0,4.25,3.25,专业与真实完美融合,实用但缺乏亮点,过于夸张，不够专业,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业与真实完美融合'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '实用但缺乏亮点'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '过于夸张，不够专业'}"
81,social_media_educational,A,4.75,3.75,2.75,专业科普，品牌契合度高,科学解析，但稍显平淡,过于营销化，缺乏深度,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，品牌契合度高'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '科学解析，但稍显平淡'}","{'score_authenticity_immersion': 2, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '过于营销化，缺乏深度'}"
82,social_media_myth_busting,A,5.0,4.0,3.0,专业且引人入胜的科普,全面但略显平淡,信息丰富但缺乏深度,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且引人入胜的科普'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '全面但略显平淡'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '信息丰富但缺乏深度'}"
83,social_media_storytelling,A,5.0,4.25,3.25,真实感人设，完美契合品牌,专业感强，但故事性稍弱,内容普通，缺乏深度,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感人设，完美契合品牌'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '专业感强，但故事性稍弱'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '内容普通，缺乏深度'}"
84,ecommerce_long_form,A,5.0,4.0,3.0,专业严谨，逻辑清晰,科学配比，信息完整,基础信息，略显平淡,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业严谨，逻辑清晰'}","{'score_professionalism_persuasion': 4, 'score_clarity_value': 4, 'score_trust_building': 4, 'critique': '科学配比，信息完整'}","{'score_professionalism_persuasion': 3, 'score_clarity_value': 3, 'score_trust_building': 3, 'critique': '基础信息，略显平淡'}"
85,paid_ad_cta,A,4.6,4.2,3.2,钩子部分极具吸引力，科学验证的表述增加了可信度。,限时特惠和折扣信息增强了行动号召，但开头略显广告感。,结构清晰但过于模板化，缺乏即时吸引力。,"{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '钩子部分极具吸引力，科学验证的表述增加了可信度。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '限时特惠和折扣信息增强了行动号召，但开头略显广告感。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '结构清晰但过于模板化，缺乏即时吸引力。'}"
86,paid_ad_pas,A,4.8,4.0,3.2,文案简洁有力，直接击中痛点并提供解决方案，CTA明确。,文案信息全面但略显冗长，吸引力中等，CTA尚可。,文案过于冗长，结构复杂，不适合快速阅读的信息流广告。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，直接击中痛点并提供解决方案，CTA明确。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案信息全面但略显冗长，吸引力中等，CTA尚可。'}","{'score_suitability_brevity': 1, 'score_click_appeal': 2, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案过于冗长，结构复杂，不适合快速阅读的信息流广告。'}"
87,paid_ad_bab,B,4.4,4.8,3.4,简洁有力，CTA明确，但未完全遵循之前-之后-桥梁风格。,完美遵循之前-之后-桥梁风格，简洁且吸引力强。,过于冗长，吸引力不足，但遵循了指令风格。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '简洁有力，CTA明确，但未完全遵循之前-之后-桥梁风格。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '完美遵循之前-之后-桥梁风格，简洁且吸引力强。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '过于冗长，吸引力不足，但遵循了指令风格。'}"
88,paid_ad_fab,A,4.8,4.6,3.4,极具冲击力的开头和明确的数据支持，能迅速抓住注意力。,简洁明了，特点-优势-好处结构清晰，但开头吸引力稍弱。,过于冗长，包含大量不必要的细节，不适合快速阅读场景。,"{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头和明确的数据支持，能迅速抓住注意力。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁明了，特点-优势-好处结构清晰，但开头吸引力稍弱。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '过于冗长，包含大量不必要的细节，不适合快速阅读场景。'}"
89,social_media_review,A,5.0,4.0,3.0,真实感强，专业与情感完美结合,信息丰富但略显广告化,内容普通，缺乏深度,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，专业与情感完美结合'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '信息丰富但略显广告化'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '内容普通，缺乏深度'}"
90,social_media_educational,A,5.0,4.0,3.0,专业科普，完美契合品牌,实用信息丰富，稍显广告感,基础介绍，缺乏深度,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，完美契合品牌'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '实用信息丰富，稍显广告感'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '基础介绍，缺乏深度'}"
91,social_media_myth_busting,A,5.0,4.25,3.25,专业且引人入胜,信息丰富但稍显平淡,通俗易懂但专业性不足,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且引人入胜'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '信息丰富但稍显平淡'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '通俗易懂但专业性不足'}"
92,social_media_storytelling,A,5.0,3.5,2.25,真实故事与专业完美融合,内容丰富但略显生硬,广告感强，缺乏深度,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实故事与专业完美融合'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '内容丰富但略显生硬'}","{'score_authenticity_immersion': 2, 'score_value_engagement': 2, 'score_brand_fit': 2, 'score_instruction_following': 3, 'critique': '广告感强，缺乏深度'}"
93,ecommerce_long_form,A,5.0,4.333333333333333,3.0,专业性强，逻辑清晰，信任感高,信息清晰，信任感强，稍欠深度,基础信息完整，但缺乏深度,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业性强，逻辑清晰，信任感高'}","{'score_professionalism_persuasion': 4, 'score_clarity_value': 4, 'score_trust_building': 5, 'critique': '信息清晰，信任感强，稍欠深度'}","{'score_professionalism_persuasion': 3, 'score_clarity_value': 3, 'score_trust_building': 3, 'critique': '基础信息完整，但缺乏深度'}"
94,paid_ad_cta,A,4.8,4.0,4.8,简洁有力，信息高度压缩，完美适配信息流阅读场景。,略有啰嗦，但核心信息尚算清晰，结构分明。,极具冲击力，能迅速激发好奇心或击中痛点，让我不点就难受。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，信息高度压缩，完美适配信息流阅读场景。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '略有啰嗦，但核心信息尚算清晰，结构分明。'}","{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力，能迅速激发好奇心或击中痛点，让我不点就难受。'}"
95,paid_ad_pas,A,4.8,4.4,3.4,简洁有力，直接击中痛点并提供解决方案。,文案吸引力强，但略显冗长。,过于冗长，不适合快速阅读的信息流广告。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，直接击中痛点并提供解决方案。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案吸引力强，但略显冗长。'}","{'score_suitability_brevity': 1, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '过于冗长，不适合快速阅读的信息流广告。'}"
96,paid_ad_bab,A,4.8,2.4,4.0,简洁有力，直接击中痛点并引导行动,过于冗长，完全不适合信息流广告,结构清晰但略显啰嗦，CTA明确,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，直接击中痛点并引导行动'}","{'score_suitability_brevity': 1, 'score_click_appeal': 2, 'score_cta_effectiveness': 1, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '过于冗长，完全不适合信息流广告'}","{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '结构清晰但略显啰嗦，CTA明确'}"
97,paid_ad_fab,A,4.8,2.6,4.8,文案简洁有力，科学配方和核心成分一目了然，CTA明确。,文案过于冗长，包含大量细节，完全不适合付费广告的快速阅读场景。,文案极具吸引力，简洁明了地突出了产品的特点和优势，CTA强烈。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，科学配方和核心成分一目了然，CTA明确。'}","{'score_suitability_brevity': 1, 'score_click_appeal': 3, 'score_cta_effectiveness': 1, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '文案过于冗长，包含大量细节，完全不适合付费广告的快速阅读场景。'}","{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具吸引力，简洁明了地突出了产品的特点和优势，CTA强烈。'}"
98,social_media_review,A,5.0,4.25,3.25,真实感强，专业与情感完美融合,信息丰富，但情感稍显不足,内容活泼，但专业感稍弱,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，专业与情感完美融合'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '信息丰富，但情感稍显不足'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '内容活泼，但专业感稍弱'}"
99,social_media_educational,A,5.0,4.0,3.0,专业科普，故事性强,科普清晰，稍显广告感,通俗易懂，缺乏深度,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，故事性强'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '科普清晰，稍显广告感'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '通俗易懂，缺乏深度'}"
100,social_media_myth_busting,A,5.0,4.0,3.0,专业科普，破除误区,生动比喻，科学解释,产品介绍，缺乏深度,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，破除误区'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '生动比喻，科学解释'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '产品介绍，缺乏深度'}"
101,social_media_storytelling,A,5.0,3.75,3.5,真实故事与专业完美融合,信息丰富但故事性稍弱,情感充沛但专业度不足,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实故事与专业完美融合'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '信息丰富但故事性稍弱'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '情感充沛但专业度不足'}"
102,ecommerce_long_form,A,5.0,4.0,3.0,专业性强，信息清晰，信任感高,专业且清晰，信任感良好,信息完整但缺乏深度,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业性强，信息清晰，信任感高'}","{'score_professionalism_persuasion': 4, 'score_clarity_value': 4, 'score_trust_building': 4, 'critique': '专业且清晰，信任感良好'}","{'score_professionalism_persuasion': 3, 'score_clarity_value': 3, 'score_trust_building': 3, 'critique': '信息完整但缺乏深度'}"
103,paid_ad_cta,B,4.4,4.8,4.0,文案简洁有力，科学精简配方的描述符合品牌理念，但开头问题略显平淡。,文案极其简洁，限时解锁和熬夜透亮肌的钩子极具吸引力，但CTA稍显模板化。,文案结构清晰，但过于冗长，不符合信息流广告的短平快要求。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，科学精简配方的描述符合品牌理念，但开头问题略显平淡。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极其简洁，限时解锁和熬夜透亮肌的钩子极具吸引力，但CTA稍显模板化。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案结构清晰，但过于冗长，不符合信息流广告的短平快要求。'}"
104,paid_ad_pas,A,4.6,3.2,4.4,文案简洁有力，CTA明确且与内容紧密结合。,文案过于冗长，缺乏明确的CTA。,文案极具吸引力，但略显冗长。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，CTA明确且与内容紧密结合。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 3, 'score_cta_effectiveness': 2, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案过于冗长，缺乏明确的CTA。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具吸引力，但略显冗长。'}"
105,paid_ad_bab,B,4.2,5.0,3.6,文案信息准确且遵循指令，但略显冗长，不够简洁。,简洁有力，吸引力强，CTA明确且有效。,文案过于冗长，不符合信息流广告的简洁要求。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案信息准确且遵循指令，但略显冗长，不够简洁。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，吸引力强，CTA明确且有效。'}","{'score_suitability_brevity': 1, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案过于冗长，不符合信息流广告的简洁要求。'}"
106,paid_ad_fab,A,5.0,4.0,3.2,文案简洁有力，核心信息突出，CTA明确且吸引人。,文案内容丰富但略显冗长，开头吸引力尚可但不够突出。,文案结构清晰但过于模板化，缺乏即时吸引力。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，核心信息突出，CTA明确且吸引人。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案内容丰富但略显冗长，开头吸引力尚可但不够突出。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '文案结构清晰但过于模板化，缺乏即时吸引力。'}"
107,social_media_review,A,5.0,4.25,3.25,专业且真实的使用反馈,信息丰富但稍显广告感,情感化但专业性不足,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且真实的使用反馈'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '信息丰富但稍显广告感'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '情感化但专业性不足'}"
108,social_media_educational,A,4.75,3.75,2.75,专业科普，品牌契合度高,成分解析详细，但故事性较弱,情感化表达，但专业性不足,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，品牌契合度高'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '成分解析详细，但故事性较弱'}","{'score_authenticity_immersion': 2, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '情感化表达，但专业性不足'}"
109,social_media_myth_busting,A,5.0,4.25,3.25,专业且引人入胜的科普,信息丰富但稍显夸张,常规种草文缺乏深度,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且引人入胜的科普'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '信息丰富但稍显夸张'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '常规种草文缺乏深度'}"
110,social_media_storytelling,A,5.0,3.75,3.25,真实感人设，科学精简,情感丰富，稍显夸张,信息全面，缺乏深度,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感人设，科学精简'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '情感丰富，稍显夸张'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '信息全面，缺乏深度'}"
111,ecommerce_long_form,A,5.0,4.0,3.0,专业性强，逻辑清晰，信任感十足,信息全面，但论证稍显不足,内容基础，缺乏深度说服力,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业性强，逻辑清晰，信任感十足'}","{'score_professionalism_persuasion': 4, 'score_clarity_value': 4, 'score_trust_building': 4, 'critique': '信息全面，但论证稍显不足'}","{'score_professionalism_persuasion': 3, 'score_clarity_value': 3, 'score_trust_building': 3, 'critique': '内容基础，缺乏深度说服力'}"
112,paid_ad_cta,B,4.4,4.6,3.4,简洁有力，科学配方信息突出,极具吸引力，但稍显冗长,结构清晰但过于模板化,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，科学配方信息突出'}","{'score_suitability_brevity': 3, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具吸引力，但稍显冗长'}","{'score_suitability_brevity': 2, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '结构清晰但过于模板化'}"
113,paid_ad_pas,A,5.0,3.8,3.2,简洁有力，直接击中痛点并迅速提供解决方案，完美符合信息流广告的要求。,文案内容丰富但略显冗长，部分细节可能不适合快速浏览的信息流广告。,文案过于冗长，包含大量细节，完全不适合信息流广告的快速阅读场景。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，直接击中痛点并迅速提供解决方案，完美符合信息流广告的要求。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案内容丰富但略显冗长，部分细节可能不适合快速浏览的信息流广告。'}","{'score_suitability_brevity': 1, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '文案过于冗长，包含大量细节，完全不适合信息流广告的快速阅读场景。'}"
114,paid_ad_bab,A,4.4,4.2,4.0,简洁有力，但CTA略显模板化,数据吸引眼球，但缺乏明确CTA,完全遵循指令但过于冗长,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '简洁有力，但CTA略显模板化'}","{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '数据吸引眼球，但缺乏明确CTA'}","{'score_suitability_brevity': 2, 'score_click_appeal': 3, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '完全遵循指令但过于冗长'}"
115,paid_ad_fab,A,4.8,3.8,2.8,简洁有力，完美遵循指令，CTA明确,信息详细但略显冗长，吸引力中等,过于冗长，信息流广告中容易被忽略,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，完美遵循指令，CTA明确'}","{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '信息详细但略显冗长，吸引力中等'}","{'score_suitability_brevity': 1, 'score_click_appeal': 2, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '过于冗长，信息流广告中容易被忽略'}"
116,social_media_review,A,5.0,4.0,3.0,真实感强，品牌契合度高,信息丰富，但品牌感稍弱,内容普通，缺乏深度,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '信息丰富，但品牌感稍弱'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '内容普通，缺乏深度'}"
117,social_media_educational,A,5.0,3.75,2.75,专业科普，品牌契合度高,信息实用，但缺乏深度,广告感强，缺乏专业性,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，品牌契合度高'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '信息实用，但缺乏深度'}","{'score_authenticity_immersion': 2, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '广告感强，缺乏专业性'}"
118,social_media_myth_busting,A,5.0,4.0,3.0,专业且引人入胜,科学但略显平淡,活泼但不够专业,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且引人入胜'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '科学但略显平淡'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '活泼但不够专业'}"
