index,content_type,best_model,base_avg_score,sft_avg_score,grpo_avg_score,base_critique,sft_critique,grpo_critique,base_scores,sft_scores,grpo_scores
79,paid_ad_fab,C,3.4,4.0,5.0,灾难性的冗长，包含了大段的、不必要的细节，完全不适合作为付费广告。,包含具体数据（如光泽度提升25%），增强了说服力，但CTA较弱。,极其精炼，信息高度压缩，完美适配信息流的阅读场景，且CTA明确有力。,"{'score_suitability_brevity': 1, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '灾难性的冗长，包含了大段的、不必要的细节，完全不适合作为付费广告。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '包含具体数据（如光泽度提升25%），增强了说服力，但CTA较弱。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极其精炼，信息高度压缩，完美适配信息流的阅读场景，且CTA明确有力。'}"
80,social_media_review,B,3.25,4.25,3.5,情感真挚但专业感不足,真实体验与专业平衡,专业但故事性较弱,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '情感真挚但专业感不足'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '真实体验与专业平衡'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '专业但故事性较弱'}"
81,social_media_educational,B,3.25,4.75,4.25,广告感较重，缺乏深度,科学性强，互动潜力高,科学解释详细，品牌契合,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '广告感较重，缺乏深度'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '科学性强，互动潜力高'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '科学解释详细，品牌契合'}"
82,social_media_myth_busting,B,3.75,5.0,3.0,产品卖点清晰但故事性不足,专业科普与品牌理念完美融合,内容过于简略缺乏互动性,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '产品卖点清晰但故事性不足'}","{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普与品牌理念完美融合'}","{'score_authenticity_immersion': 2, 'score_value_engagement': 3, 'score_brand_fit': 4, 'score_instruction_following': 3, 'critique': '内容过于简略缺乏互动性'}"
83,social_media_storytelling,C,3.25,4.5,4.75,产品卖点突出，但故事性较弱,故事与专业完美融合,真实故事，科学视角,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '产品卖点突出，但故事性较弱'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '故事与专业完美融合'}","{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '真实故事，科学视角'}"
84,ecommerce_long_form,B,3.3333333333333335,5.0,4.0,信息清晰但论证不够深入,专业性强，信任感高,科学配方解释清晰,"{'score_professionalism_persuasion': 3, 'score_clarity_value': 4, 'score_trust_building': 3, 'critique': '信息清晰但论证不够深入'}","{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业性强，信任感高'}","{'score_professionalism_persuasion': 4, 'score_clarity_value': 4, 'score_trust_building': 4, 'critique': '科学配方解释清晰'}"
85,paid_ad_cta,B,4.0,4.8,4.0,文案结构清晰，但钩子部分略显普通，缺乏冲击力。,限时特惠和快速提亮的钩子极具吸引力，CTA明确且有力。,科学配方的钩子专业性强，但CTA较弱，缺乏紧迫感。,"{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案结构清晰，但钩子部分略显普通，缺乏冲击力。'}","{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '限时特惠和快速提亮的钩子极具吸引力，CTA明确且有力。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '科学配方的钩子专业性强，但CTA较弱，缺乏紧迫感。'}"
86,paid_ad_pas,B,3.4,5.0,4.6,灾难性的冗长，完全不适合作为付费广告,极具冲击力，能迅速激发好奇心或击中痛点,清晰、有力地引导用户进行下一步动作,"{'score_suitability_brevity': 1, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '灾难性的冗长，完全不适合作为付费广告'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力，能迅速激发好奇心或击中痛点'}","{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '清晰、有力地引导用户进行下一步动作'}"
87,paid_ad_bab,B,4.0,4.8,4.6,文案情感丰富，但略显冗长，不够简洁。,简洁有力，信息高度压缩，完美适配信息流广告。,CTA明确且有说服力，但开头吸引力稍弱。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案情感丰富，但略显冗长，不够简洁。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，信息高度压缩，完美适配信息流广告。'}","{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': 'CTA明确且有说服力，但开头吸引力稍弱。'}"
88,paid_ad_fab,B,3.4,4.6,3.8,文案过于冗长，包含大量不必要的细节，不适合快速滑动的信息流广告。,文案简洁有力，信息高度压缩，完美适配信息流的阅读场景。,文案包含了一些具体数据，增加了可信度，但略显冗长。,"{'score_suitability_brevity': 2, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案过于冗长，包含大量不必要的细节，不适合快速滑动的信息流广告。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，信息高度压缩，完美适配信息流的阅读场景。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案包含了一些具体数据，增加了可信度，但略显冗长。'}"
89,social_media_review,C,3.25,4.25,5.0,中规中矩的产品测评,情感真挚，品牌契合度高,故事性强，专业与情感完美融合,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '中规中矩的产品测评'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '情感真挚，品牌契合度高'}","{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '故事性强，专业与情感完美融合'}"
90,social_media_educational,C,3.25,4.75,5.0,基础科普，缺乏深度,专业且引人入胜,科学严谨，故事性强,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '基础科普，缺乏深度'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且引人入胜'}","{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '科学严谨，故事性强'}"
91,social_media_myth_busting,C,3.25,4.75,5.0,故事性一般，广告感较重,专业性强，品牌契合度高,故事真实，科普价值高,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '故事性一般，广告感较重'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业性强，品牌契合度高'}","{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '故事真实，科普价值高'}"
92,social_media_storytelling,C,3.25,4.25,5.0,广告感较重，缺乏深度,故事性强，专业与情感平衡,真实感强，品牌契合度高,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '广告感较重，缺乏深度'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '故事性强，专业与情感平衡'}","{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
93,ecommerce_long_form,B,2.6666666666666665,4.666666666666667,4.333333333333333,基本专业但缺乏深度,专业且信任感强,信息清晰结构完整,"{'score_professionalism_persuasion': 3, 'score_clarity_value': 3, 'score_trust_building': 2, 'critique': '基本专业但缺乏深度'}","{'score_professionalism_persuasion': 5, 'score_clarity_value': 4, 'score_trust_building': 5, 'critique': '专业且信任感强'}","{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '信息清晰结构完整'}"
94,paid_ad_cta,C,4.4,4.0,4.8,行动号召明确且有说服力，但文案略显冗长。,文案结构清晰，但开头吸引力不足。,简洁有力，开头极具吸引力，但CTA稍弱。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '行动号召明确且有说服力，但文案略显冗长。'}","{'score_suitability_brevity': 4, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案结构清晰，但开头吸引力不足。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，开头极具吸引力，但CTA稍弱。'}"
95,paid_ad_pas,B,3.6,5.0,4.4,文案过于冗长，不符合信息流广告的简洁性要求,文案简洁有力，痛点放大解决结构清晰，CTA明确,文案结构清晰，但开头略显平淡，吸引力稍逊,"{'score_suitability_brevity': 2, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案过于冗长，不符合信息流广告的简洁性要求'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，痛点放大解决结构清晰，CTA明确'}","{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案结构清晰，但开头略显平淡，吸引力稍逊'}"
96,paid_ad_bab,C,4.0,2.8,5.0,文案结构完整但略显冗长，桥梁部分可以更简洁。,文案过于详细，缺乏简洁性和直接的行动号召。,文案简洁有力，完美符合信息流广告的短平快要求。,"{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案结构完整但略显冗长，桥梁部分可以更简洁。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 2, 'score_cta_effectiveness': 2, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '文案过于详细，缺乏简洁性和直接的行动号召。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，完美符合信息流广告的短平快要求。'}"
97,paid_ad_fab,C,4.4,2.6,4.8,CTA明确且有说服力，但文案略显冗长。,灾难性的冗长，缺乏明确的CTA。,简洁有力，核心信息突出，但CTA稍弱。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': 'CTA明确且有说服力，但文案略显冗长。'}","{'score_suitability_brevity': 1, 'score_click_appeal': 3, 'score_cta_effectiveness': 1, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '灾难性的冗长，缺乏明确的CTA。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，核心信息突出，但CTA稍弱。'}"
98,social_media_review,C,3.25,4.25,5.0,广告感较重，缺乏深度,真实体验，专业感强,情感真挚，品牌契合度高,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '广告感较重，缺乏深度'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '真实体验，专业感强'}","{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '情感真挚，品牌契合度高'}"
99,social_media_educational,B,3.25,4.75,4.25,广告感较重，缺乏深度,科普深入，品牌契合度高,科学性强，但互动潜力一般,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '广告感较重，缺乏深度'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '科普深入，品牌契合度高'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '科学性强，但互动潜力一般'}"
100,social_media_myth_busting,C,3.25,4.25,5.0,信息全面但缺乏深度,创意独特，互动性强,专业性强，品牌契合度高,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '信息全面但缺乏深度'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '创意独特，互动性强'}","{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业性强，品牌契合度高'}"
101,social_media_storytelling,C,3.25,4.25,5.0,广告感较重，故事性一般,故事真实，品牌契合度高,情感真挚，品牌融合完美,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '广告感较重，故事性一般'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '故事真实，品牌契合度高'}","{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '情感真挚，品牌融合完美'}"
102,ecommerce_long_form,B,3.3333333333333335,5.0,4.0,基本专业，但论证不够深入,专业性强，信息清晰可信,科学性强，但略显冗长,"{'score_professionalism_persuasion': 3, 'score_clarity_value': 4, 'score_trust_building': 3, 'critique': '基本专业，但论证不够深入'}","{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业性强，信息清晰可信'}","{'score_professionalism_persuasion': 4, 'score_clarity_value': 4, 'score_trust_building': 4, 'critique': '科学性强，但略显冗长'}"
103,paid_ad_cta,B,4.4,4.8,3.8,CTA明确有力，但利益点部分略显冗长。,简洁有力，钩子极具吸引力，但CTA稍弱。,信息准确但过于详细，缺乏即时吸引力。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': 'CTA明确有力，但利益点部分略显冗长。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，钩子极具吸引力，但CTA稍弱。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '信息准确但过于详细，缺乏即时吸引力。'}"
104,paid_ad_pas,C,4.4,3.2,5.0,文案内容丰富，但略显冗长，适合深度阅读但不符合信息流广告的快速浏览特性。,文案简洁且富有诗意，但缺乏明确的行动号召，降低了转化潜力。,文案简洁有力，科学性强，行动号召明确，完美符合信息流广告的快速吸引和转化要求。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案内容丰富，但略显冗长，适合深度阅读但不符合信息流广告的快速浏览特性。'}","{'score_suitability_brevity': 4, 'score_click_appeal': 3, 'score_cta_effectiveness': 1, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '文案简洁且富有诗意，但缺乏明确的行动号召，降低了转化潜力。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，科学性强，行动号召明确，完美符合信息流广告的快速吸引和转化要求。'}"
105,paid_ad_bab,B,4.0,5.0,4.4,文案内容详尽但略显冗长，适合深度阅读但不符合信息流广告的短平快要求。,文案简洁有力，迅速击中痛点并引导行动，完美符合信息流广告的要求。,文案富有诗意但稍显冗长，虽吸引人但不如模型B简洁直接。,"{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案内容详尽但略显冗长，适合深度阅读但不符合信息流广告的短平快要求。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，迅速击中痛点并引导行动，完美符合信息流广告的要求。'}","{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案富有诗意但稍显冗长，虽吸引人但不如模型B简洁直接。'}"
106,paid_ad_fab,C,3.8,4.4,5.0,文案结构清晰，但略显冗长，信息流广告中可能不够突出。,文案简洁有力，科学配方的描述增加了可信度，但CTA可以更强烈一些。,文案极其精炼，开头即抓住注意力，CTA明确且有力，完美符合信息流广告的要求。,"{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案结构清晰，但略显冗长，信息流广告中可能不够突出。'}","{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，科学配方的描述增加了可信度，但CTA可以更强烈一些。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极其精炼，开头即抓住注意力，CTA明确且有力，完美符合信息流广告的要求。'}"
107,social_media_review,C,3.25,4.25,5.0,广告感较重，缺乏深度,专业且真实，互动性强,故事真实，品牌契合度高,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '广告感较重，缺乏深度'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '专业且真实，互动性强'}","{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '故事真实，品牌契合度高'}"
108,social_media_educational,B,3.25,4.75,4.0,广告感较重，缺乏深度,科学性强，品牌契合度高,科普性强，但稍显简短,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '广告感较重，缺乏深度'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '科学性强，品牌契合度高'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '科普性强，但稍显简短'}"
109,social_media_myth_busting,C,3.25,4.75,5.0,产品卖点突出，但故事性不足,科学破除误区，专业且吸引人,完美结合故事与科学，引人入胜,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '产品卖点突出，但故事性不足'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '科学破除误区，专业且吸引人'}","{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '完美结合故事与科学，引人入胜'}"
110,social_media_storytelling,B,3.25,5.0,4.25,故事性一般，广告感较重,故事引人入胜，品牌契合度高,真实感强，但品牌调性稍弱,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '故事性一般，广告感较重'}","{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '故事引人入胜，品牌契合度高'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '真实感强，但品牌调性稍弱'}"
111,ecommerce_long_form,B,3.3333333333333335,5.0,4.0,信息清晰但专业性一般,专业性强，信任感高,科学性强但略显平淡,"{'score_professionalism_persuasion': 3, 'score_clarity_value': 4, 'score_trust_building': 3, 'critique': '信息清晰但专业性一般'}","{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业性强，信任感高'}","{'score_professionalism_persuasion': 4, 'score_clarity_value': 4, 'score_trust_building': 4, 'critique': '科学性强但略显平淡'}"
112,paid_ad_cta,B,4.0,4.8,4.2,CTA明确但文案略显冗长，吸引力中等,简洁有力，点击吸引力强，CTA明确,科学性强但稍显冗长，吸引力中等,"{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': 'CTA明确但文案略显冗长，吸引力中等'}","{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，点击吸引力强，CTA明确'}","{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '科学性强但稍显冗长，吸引力中等'}"
113,paid_ad_pas,B,3.4,4.6,4.2,灾难性的冗长，完全不适合作为付费广告,极具冲击力，能迅速激发好奇心或击中痛点,行动号召明确、有说服力，并与文案内容紧密结合,"{'score_suitability_brevity': 1, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '灾难性的冗长，完全不适合作为付费广告'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力，能迅速激发好奇心或击中痛点'}","{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '行动号召明确、有说服力，并与文案内容紧密结合'}"
114,paid_ad_bab,C,4.0,4.4,4.8,文案遵循了之前-之后-桥梁风格，但整体略显冗长，不够简洁。,文案简洁有力，点击吸引力强，但未完全遵循之前-之后-桥梁风格。,文案简洁且完全遵循指令，行动号召明确，但点击吸引力略逊于模型B。,"{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案遵循了之前-之后-桥梁风格，但整体略显冗长，不够简洁。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '文案简洁有力，点击吸引力强，但未完全遵循之前-之后-桥梁风格。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁且完全遵循指令，行动号召明确，但点击吸引力略逊于模型B。'}"
115,paid_ad_fab,B,3.4,5.0,4.6,灾难性的冗长，完全不适合作为付费广告,极具冲击力，能迅速激发好奇心或击中痛点,简洁精炼，信息高度压缩，完美适配信息流的阅读场景,"{'score_suitability_brevity': 1, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '灾难性的冗长，完全不适合作为付费广告'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力，能迅速激发好奇心或击中痛点'}","{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁精炼，信息高度压缩，完美适配信息流的阅读场景'}"
116,social_media_review,C,3.25,4.25,5.0,内容中规中矩，广告感较重,故事真实，成分解析详细,故事引人入胜，品牌契合度高,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '内容中规中矩，广告感较重'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '故事真实，成分解析详细'}","{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '故事引人入胜，品牌契合度高'}"
117,social_media_educational,C,3.5,4.0,5.0,产品说明清晰但缺乏故事性,科普性强但品牌融入稍弱,科学性与故事性完美结合,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 5, 'critique': '产品说明清晰但缺乏故事性'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '科普性强但品牌融入稍弱'}","{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '科学性与故事性完美结合'}"
