index,content_type,best_model,golden_avg_score,finetuned_avg_score,base_avg_score,golden_critique,finetuned_critique,base_critique,golden_scores,finetuned_scores,base_scores
79,paid_ad_fab,A,4.6,4.0,4.0,文案简洁有力，数据支撑增强可信度，但CTA稍显常规。,结构清晰，吸引力强，但略显冗长，CTA不够突出。,信息全面但过于冗长，不符合信息流广告的简洁要求。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，数据支撑增强可信度，但CTA稍显常规。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 5, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '结构清晰，吸引力强，但略显冗长，CTA不够突出。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 3, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '信息全面但过于冗长，不符合信息流广告的简洁要求。'}"
80,social_media_review,A,5.0,4.25,3.25,专业与真实完美结合,情感真挚但专业性稍弱,情感充沛但专业感不足,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业与真实完美结合'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '情感真挚但专业性稍弱'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '情感充沛但专业感不足'}"
81,social_media_educational,B,4.75,5.0,3.5,科普性强，品牌契合度高,专业深度，故事引人入胜,通俗易懂，但专业性稍弱,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '科普性强，品牌契合度高'}","{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业深度，故事引人入胜'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '通俗易懂，但专业性稍弱'}"
82,social_media_myth_busting,A,4.75,3.75,4.75,专业科普，品牌契合度高,信息丰富，但故事性较弱,情感真挚，互动潜力强,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，品牌契合度高'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '信息丰富，但故事性较弱'}","{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '情感真挚，互动潜力强'}"
83,social_media_storytelling,A,4.75,3.25,4.5,真实感强，品牌契合度高,情感表达夸张，品牌调性稍弱,互动潜力高，品牌契合度良好,"{'score_authenticity_immersion': 5, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '情感表达夸张，品牌调性稍弱'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '互动潜力高，品牌契合度良好'}"
84,ecommerce_long_form,A,5.0,4.0,3.0,专业严谨，逻辑清晰,科学背书，结构清晰,信息完整，略显营销,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业严谨，逻辑清晰'}","{'score_professionalism_persuasion': 4, 'score_clarity_value': 4, 'score_trust_building': 4, 'critique': '科学背书，结构清晰'}","{'score_professionalism_persuasion': 3, 'score_clarity_value': 3, 'score_trust_building': 3, 'critique': '信息完整，略显营销'}"
85,paid_ad_cta,A,4.4,4.4,3.4,文案简洁且科学性强，但CTA略显常规,极具吸引力且CTA强烈，但稍显冗长,结构清晰但过于冗长，不符合信息流广告的简洁要求,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁且科学性强，但CTA略显常规'}","{'score_suitability_brevity': 3, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '极具吸引力且CTA强烈，但稍显冗长'}","{'score_suitability_brevity': 2, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '结构清晰但过于冗长，不符合信息流广告的简洁要求'}"
86,paid_ad_pas,A,4.8,4.0,3.2,简洁有力，痛点放大解决结构清晰，CTA明确。,开头极具冲击力，但整体稍显冗长，CTA较弱。,灾难性冗长，信息过载，完全不适合付费广告场景。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，痛点放大解决结构清晰，CTA明确。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 5, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '开头极具冲击力，但整体稍显冗长，CTA较弱。'}","{'score_suitability_brevity': 1, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '灾难性冗长，信息过载，完全不适合付费广告场景。'}"
87,paid_ad_bab,A,4.8,4.2,3.0,简洁有力，完美符合信息流广告的短平快要求。,结构清晰，但略显冗长，部分内容可进一步精简。,过于冗长，完全不适合信息流广告的快速阅读场景。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，完美符合信息流广告的短平快要求。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '结构清晰，但略显冗长，部分内容可进一步精简。'}","{'score_suitability_brevity': 1, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '过于冗长，完全不适合信息流广告的快速阅读场景。'}"
88,paid_ad_fab,C,4.2,3.8,5.0,文案信息准确且专业，但略显冗长，部分细节可能不适合快速浏览。,结构清晰，但开头吸引力不足，CTA较为模板化。,简洁有力，吸引力强，CTA明确且与内容紧密结合，完美符合要求。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案信息准确且专业，但略显冗长，部分细节可能不适合快速浏览。'}","{'score_suitability_brevity': 4, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '结构清晰，但开头吸引力不足，CTA较为模板化。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，吸引力强，CTA明确且与内容紧密结合，完美符合要求。'}"
89,social_media_review,A,5.0,4.0,3.0,真实感强，专业与情感完美结合,内容实用，但品牌调性稍弱,情感丰富，但专业性不足,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，专业与情感完美结合'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '内容实用，但品牌调性稍弱'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '情感丰富，但专业性不足'}"
90,social_media_educational,A,4.75,3.75,4.75,专业科普，品牌契合度高,基础科普，略显平淡,情感共鸣强，互动潜力大,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，品牌契合度高'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '基础科普，略显平淡'}","{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '情感共鸣强，互动潜力大'}"
91,social_media_myth_busting,A,5.0,3.25,4.25,专业科普，故事性强,内容中规中矩,详细但稍显冗长,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，故事性强'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '内容中规中矩'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '详细但稍显冗长'}"
92,social_media_storytelling,A,5.0,4.25,3.25,真实故事与专业完美融合,情感真挚但专业稍弱,内容价值一般，品牌契合度中等,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实故事与专业完美融合'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '情感真挚但专业稍弱'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '内容价值一般，品牌契合度中等'}"
93,ecommerce_long_form,B,4.0,5.0,3.0,专业性强，逻辑清晰,信息详尽，信任感强,情感化表达，专业性稍弱,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 4, 'score_trust_building': 4, 'critique': '专业性强，逻辑清晰'}","{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '信息详尽，信任感强'}","{'score_professionalism_persuasion': 3, 'score_clarity_value': 3, 'score_trust_building': 3, 'critique': '情感化表达，专业性稍弱'}"
94,paid_ad_cta,B,4.2,5.0,4.4,文案简洁且信息准确，但开头缺乏足够的吸引力。,文案简洁有力，开头极具吸引力，CTA明确且有效。,文案内容丰富但略显冗长，CTA和利益点明确。,"{'score_suitability_brevity': 4, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁且信息准确，但开头缺乏足够的吸引力。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，开头极具吸引力，CTA明确且有效。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案内容丰富但略显冗长，CTA和利益点明确。'}"
95,paid_ad_pas,A,4.8,3.6,3.0,简洁有力，直接击中痛点并提供解决方案。,开头略显平淡，缺乏立即的吸引力。,过于冗长，不适合快速滑动的信息流广告。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，直接击中痛点并提供解决方案。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '开头略显平淡，缺乏立即的吸引力。'}","{'score_suitability_brevity': 1, 'score_click_appeal': 2, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '过于冗长，不适合快速滑动的信息流广告。'}"
96,paid_ad_bab,A,4.8,3.6,3.2,简洁有力，直接击中痛点并提供了明确的解决方案。,结构清晰但略显冗长，视觉描述过多，不适合快速滑动场景。,过于文学化和冗长，不适合付费广告的快速阅读需求。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，直接击中痛点并提供了明确的解决方案。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '结构清晰但略显冗长，视觉描述过多，不适合快速滑动场景。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 2, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '过于文学化和冗长，不适合付费广告的快速阅读需求。'}"
97,paid_ad_fab,A,4.8,4.4,3.8,简洁性极佳，信息高度压缩，完美适配信息流的阅读场景。,极具冲击力，能迅速激发好奇心或击中痛点，但CTA较弱。,灾难性的冗长，包含了大段的、不必要的细节，完全不适合作为付费广告。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁性极佳，信息高度压缩，完美适配信息流的阅读场景。'}","{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力，能迅速激发好奇心或击中痛点，但CTA较弱。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '灾难性的冗长，包含了大段的、不必要的细节，完全不适合作为付费广告。'}"
98,social_media_review,A,4.5,4.5,3.25,专业且真实的使用反馈,情感真挚，互动性强,信息全面但稍显冗长,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且真实的使用反馈'}","{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '情感真挚，互动性强'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '信息全面但稍显冗长'}"
99,social_media_educational,A,4.75,3.5,4.75,专业科普，品牌契合度高,内容简洁，但缺乏深度,情感真挚，互动性强,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，品牌契合度高'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '内容简洁，但缺乏深度'}","{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '情感真挚，互动性强'}"
100,social_media_myth_busting,A,5.0,3.25,4.25,专业科普，故事性强,情感真挚，但专业性稍弱,互动性强，品牌契合度高,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，故事性强'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '情感真挚，但专业性稍弱'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '互动性强，品牌契合度高'}"
101,social_media_storytelling,A,5.0,4.0,3.0,真实故事与专业完美融合,故事真实但专业感稍弱,广告感强，缺乏深度,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实故事与专业完美融合'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '故事真实但专业感稍弱'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '广告感强，缺乏深度'}"
102,ecommerce_long_form,A,5.0,4.0,3.0,专业性强，逻辑严谨,信息全面，结构清晰,营销感强，专业度一般,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业性强，逻辑严谨'}","{'score_professionalism_persuasion': 4, 'score_clarity_value': 4, 'score_trust_building': 4, 'critique': '信息全面，结构清晰'}","{'score_professionalism_persuasion': 3, 'score_clarity_value': 3, 'score_trust_building': 3, 'critique': '营销感强，专业度一般'}"
103,paid_ad_cta,B,4.2,5.0,3.8,文案简洁且信息准确，但开头缺乏足够的吸引力。,极具冲击力的开头和明确的行动号召，完美符合信息流广告的要求。,文案过于冗长，包含不必要的细节，不适合快速滑动的信息流场景。,"{'score_suitability_brevity': 4, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁且信息准确，但开头缺乏足够的吸引力。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头和明确的行动号召，完美符合信息流广告的要求。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案过于冗长，包含不必要的细节，不适合快速滑动的信息流场景。'}"
104,paid_ad_pas,B,4.6,4.8,3.8,文案简洁有力，CTA明确且与内容紧密结合。,开头极具冲击力，能迅速激发好奇心，但CTA稍弱。,文案过于冗长，不适合信息流广告的快速阅读场景。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，CTA明确且与内容紧密结合。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '开头极具冲击力，能迅速激发好奇心，但CTA稍弱。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案过于冗长，不适合信息流广告的快速阅读场景。'}"
105,paid_ad_bab,A,4.6,3.6,4.2,简洁有力，直接击中痛点，CTA明确。,结构清晰但略显冗长，CTA较弱。,极具吸引力但过于冗长，不适合快速滑动场景。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，直接击中痛点，CTA明确。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '结构清晰但略显冗长，CTA较弱。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具吸引力但过于冗长，不适合快速滑动场景。'}"
106,paid_ad_fab,A,4.8,3.6,3.8,文案简洁有力，CTA明确且与内容紧密结合。,结构清晰但略显冗长，CTA较弱。,内容丰富但过于冗长，不适合快速阅读。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，CTA明确且与内容紧密结合。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '结构清晰但略显冗长，CTA较弱。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '内容丰富但过于冗长，不适合快速阅读。'}"
107,social_media_review,A,5.0,4.25,3.25,专业与真实完美融合,实用但缺乏情感共鸣,情感丰富但专业性不足,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业与真实完美融合'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '实用但缺乏情感共鸣'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '情感丰富但专业性不足'}"
108,social_media_educational,A,4.75,3.75,2.75,专业科普，品牌契合度高,科普内容扎实，稍显平淡,情感化表达，偏离专业调性,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，品牌契合度高'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '科普内容扎实，稍显平淡'}","{'score_authenticity_immersion': 2, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '情感化表达，偏离专业调性'}"
109,social_media_myth_busting,A,4.75,3.75,4.75,专业且引人入胜的科普,信息丰富但缺乏故事性,情感真挚且互动性强,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且引人入胜的科普'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '信息丰富但缺乏故事性'}","{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '情感真挚且互动性强'}"
110,social_media_storytelling,A,5.0,4.25,3.25,真实感人设，科学精简,情感共鸣，专业稍弱,信息丰富，稍显夸张,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感人设，科学精简'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '情感共鸣，专业稍弱'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '信息丰富，稍显夸张'}"
111,ecommerce_long_form,A,5.0,4.0,3.0,专业严谨，信息全面,结构清晰，稍显常规,情感丰富，专业不足,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业严谨，信息全面'}","{'score_professionalism_persuasion': 4, 'score_clarity_value': 4, 'score_trust_building': 4, 'critique': '结构清晰，稍显常规'}","{'score_professionalism_persuasion': 3, 'score_clarity_value': 3, 'score_trust_building': 3, 'critique': '情感丰富，专业不足'}"
112,paid_ad_cta,B,3.8,4.8,4.0,文案内容准确，但缺乏足够的吸引力。,极具冲击力的开头和明确的CTA，能有效吸引点击。,文案内容丰富但略显冗长，适合更详细的页面而非广告。,"{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案内容准确，但缺乏足够的吸引力。'}","{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头和明确的CTA，能有效吸引点击。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案内容丰富但略显冗长，适合更详细的页面而非广告。'}"
113,paid_ad_pas,A,4.8,4.4,3.4,简洁有力，直接击中痛点并提供解决方案。,情感描述丰富，但略显冗长。,过于冗长，不适合快速阅读的信息流广告。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，直接击中痛点并提供解决方案。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '情感描述丰富，但略显冗长。'}","{'score_suitability_brevity': 1, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '过于冗长，不适合快速阅读的信息流广告。'}"
114,paid_ad_bab,A,4.6,3.6,4.4,简洁有力，直接点明问题与解决方案，符合信息流广告的快速阅读需求。,结构清晰但略显冗长，部分内容更适合详细说明而非快速吸引注意力。,情感共鸣强烈但过于冗长，不适合快速滑动的信息流广告场景。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，直接点明问题与解决方案，符合信息流广告的快速阅读需求。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '结构清晰但略显冗长，部分内容更适合详细说明而非快速吸引注意力。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '情感共鸣强烈但过于冗长，不适合快速滑动的信息流广告场景。'}"
115,paid_ad_fab,B,4.4,4.6,3.8,文案简洁有力，科学配方和精简有效的品牌理念传达清晰。,极其精炼，信息高度压缩，完美适配信息流的阅读场景。,包含了大段的、不必要的细节，完全不适合作为付费广告。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，科学配方和精简有效的品牌理念传达清晰。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极其精炼，信息高度压缩，完美适配信息流的阅读场景。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '包含了大段的、不必要的细节，完全不适合作为付费广告。'}"
116,social_media_review,C,4.5,3.5,4.75,专业且真实的使用反馈,中规中矩的使用记录,情感真挚且互动性强,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且真实的使用反馈'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '中规中矩的使用记录'}","{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '情感真挚且互动性强'}"
117,social_media_educational,A,4.75,3.75,4.75,专业科普，品牌契合度高,内容有价值，但故事性稍弱,故事性强，互动潜力高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，品牌契合度高'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '内容有价值，但故事性稍弱'}","{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '故事性强，互动潜力高'}"
118,social_media_myth_busting,A,5.0,3.75,4.5,专业且引人入胜的科普,信息丰富但故事性稍弱,情感真挚但专业度稍逊,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且引人入胜的科普'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '信息丰富但故事性稍弱'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '情感真挚但专业度稍逊'}"
